German (de);Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen;
phantasierend;0;1;0;0;0;0;0;1;0;0;
Phantom;0;1;0;0;0;1;0;0;0;0;
Pharma;1;0;0;0;0;0;0;0;0;0;
Philanthrop;1;0;0;0;0;0;0;0;0;1;
Philanthropie;1;0;0;0;0;0;0;0;0;0;
philanthropisch;0;0;0;0;0;0;0;0;0;1;
Philosoph;1;0;0;0;0;0;0;0;0;1;
phonetisch;1;0;0;0;0;0;0;0;0;0;
Phönix;1;0;0;0;0;0;0;0;0;0;
Physik;1;0;0;0;0;0;0;0;0;0;
Physiker;0;0;0;0;0;0;0;0;0;1;
Physiologie;1;0;0;0;0;0;0;0;0;0;
Pickel;0;1;0;0;1;0;0;0;0;0;
picken;1;0;0;0;0;0;0;0;0;0;
Picknick;1;0;0;1;0;0;1;0;1;1;
Pille;1;0;0;0;0;0;0;0;0;1;
Pilot;1;0;0;0;0;0;0;0;0;1;
Pilz;0;1;0;0;1;0;0;0;0;0;
pingelig;0;1;0;0;1;0;0;0;0;0;
Pionier;1;0;0;0;0;0;0;0;0;0;
Pique;0;1;1;0;0;0;0;0;0;0;
Pirat;0;1;1;0;0;0;0;0;0;0;
Piraterie;0;1;0;0;0;0;0;0;0;0;
Pistole;0;1;0;0;0;0;0;0;0;0;
Plackerei;0;1;0;0;0;0;0;0;0;0;
Plädoyer;0;1;0;1;0;1;0;1;0;0;
Plagiat;0;1;0;0;1;0;0;0;0;0;
Plakat;0;0;0;0;0;0;0;0;1;0;
planen;0;0;0;1;0;0;0;0;0;0;
planen;0;1;0;0;0;0;0;0;0;0;
plantschen;0;1;1;0;1;0;0;0;0;0;
Planung;1;0;0;1;0;0;0;0;0;1;
plappern;0;1;0;0;0;0;0;0;0;0;
plappernd;0;1;0;0;0;0;0;0;0;0;
Platzanweiser;1;0;0;0;0;0;0;0;0;1;
Pleite;0;1;0;0;0;1;0;1;0;0;
Pleite;0;1;0;0;0;1;0;1;0;0;
Plenum;1;0;0;0;0;0;0;0;0;0;
Plexus;1;0;0;0;0;0;0;0;0;0;
plodding;0;1;0;0;0;0;0;0;0;0;
plötzlich;0;0;0;0;0;0;0;0;1;0;
plötzlich;0;0;0;0;0;0;0;0;1;0;
Plunder;0;1;1;0;1;1;0;1;1;0;
plündern;0;1;1;0;1;1;0;0;0;0;
Plüsch;1;0;0;0;0;0;0;0;0;0;
Pöbel;0;1;1;0;0;1;0;0;0;0;
pochen;0;1;0;0;0;1;0;1;0;0;
pochend;0;0;0;0;0;1;0;0;0;0;
Polarität;0;0;0;0;0;0;0;0;1;0;
Polemik;0;1;1;0;1;0;0;0;0;0;
Polieren;1;0;0;0;0;0;0;0;0;0;
poliert;1;0;0;0;0;0;0;0;0;0;
Polio;0;1;0;0;0;1;0;1;0;0;
Politik;0;0;0;0;0;0;0;0;0;1;
Politik;0;0;1;0;0;0;0;0;0;0;
politisch;1;0;0;0;1;0;0;0;0;0;
Polizei;1;0;0;0;0;1;0;0;0;1;
Polizist;0;0;0;0;0;0;0;0;0;1;
Polizist;0;0;0;0;0;1;0;0;0;1;
Polizist;1;0;0;0;0;1;0;0;0;1;
Polsterung;1;0;0;0;0;0;0;0;0;0;
Polygamie;0;1;0;0;1;0;0;0;0;0;
Pomp;0;1;0;0;0;0;0;0;0;0;
pompös;0;1;0;0;1;0;0;0;0;0;
Pop;0;1;0;0;0;0;0;0;1;0;
popularisiert;1;0;0;0;0;0;0;0;0;0;
Popularität;1;0;0;0;0;0;0;0;0;0;
Population;1;0;0;0;0;0;0;0;0;0;
Porno;0;1;0;0;1;0;0;0;0;0;
pornografisch;0;1;0;0;0;0;0;0;0;0;
Pornographie;0;1;0;0;1;0;0;0;0;0;
Pose;0;1;0;0;0;0;0;0;0;0;
positiv;1;0;0;0;0;0;0;0;0;0;
Posse;0;0;0;0;0;1;0;0;0;0;
Post;0;0;0;1;0;0;0;0;0;0;
Posten;0;0;0;0;0;0;0;0;0;1;
posthum;0;1;0;0;0;0;0;1;0;0;
Postleitzahl;0;1;0;0;0;0;0;0;0;0;
Potenz;1;0;0;0;0;0;0;0;0;0;
Pracht;1;0;0;1;0;0;1;0;0;1;
Pracht;1;0;0;1;0;0;1;0;1;0;
prächtig;1;0;0;0;0;0;1;0;0;0;
prädisponieren;0;0;0;1;0;0;0;0;0;0;
prägend;1;0;0;0;0;0;0;0;0;1;
prägnant;1;0;0;0;0;0;0;0;0;0;
prahlen;0;1;0;0;0;0;0;0;0;0;
Prahlerei;0;1;0;0;0;0;0;0;0;0;
Prahlerei;1;1;0;0;0;0;0;0;0;0;
praktisch;1;0;0;0;0;0;0;0;0;0;
Präparation;0;0;0;0;1;0;0;0;0;0;
Präsident;1;0;0;0;0;0;0;0;0;1;
prasseln;0;1;1;0;0;0;0;0;0;0;
präventiv;0;1;0;0;0;0;0;0;0;0;
präzise;1;0;0;0;0;0;0;0;0;0;
Präzision;1;0;0;0;0;0;0;0;0;0;
Predigt;1;0;0;0;0;0;0;0;0;1;
Preisträger;1;0;0;0;0;0;0;0;0;1;
prekär;0;1;0;1;0;1;0;1;0;0;
Prellung;0;1;0;1;0;0;0;0;0;0;
Premier;1;0;0;0;0;0;0;0;0;0;
Prestige;1;0;0;0;0;0;1;0;0;1;
Presto;1;0;0;0;0;0;1;0;1;0;
Priester;1;0;0;0;0;0;0;0;0;1;
priesterlich;1;0;0;0;0;0;0;0;0;0;
Priestertum;1;0;0;1;0;0;1;1;0;1;
prim;1;0;0;0;0;0;0;0;0;0;
primär;1;0;0;0;0;0;0;0;0;0;
Primat;1;0;0;0;0;0;0;0;0;0;
Prinz;1;0;0;0;0;0;0;0;0;0;
Prinzessin;1;0;0;0;0;0;0;0;0;0;
privilegiert;1;0;0;0;0;0;1;0;0;1;
Probezeit;0;0;0;1;0;1;0;1;0;0;
Problem;0;1;0;0;0;1;0;1;0;0;
Produktion;1;0;0;1;0;0;0;0;0;0;
produktiv;1;0;0;0;0;0;0;0;0;0;
Produktivität;1;0;0;0;0;0;0;0;0;0;
produzierend;1;0;0;0;0;0;0;0;0;0;
Profanität;0;1;1;0;0;0;0;0;0;0;
Professionel;1;0;0;0;0;0;0;0;0;1;
Professor;1;0;0;0;0;0;0;0;0;1;
Professur;0;0;0;0;0;0;0;0;0;1;
Prognose;0;0;0;1;0;0;0;0;0;0;
Prognose;0;0;0;1;0;0;0;0;0;1;
Prognose;0;0;0;1;0;1;0;0;0;0;
prognostisch;0;0;0;1;0;0;0;0;0;0;
Progression;1;0;0;1;0;0;1;1;0;1;
progressiv;1;0;0;0;0;0;0;0;0;0;
Projektil;0;0;0;0;0;1;0;0;0;0;
Projektile;0;0;0;0;0;1;0;0;0;0;
Proktor;1;0;0;0;0;0;0;0;0;1;
Prolog;0;0;0;1;0;0;0;0;0;0;
prominent;1;0;0;0;0;0;0;0;0;0;
Promiscuous;0;1;0;0;0;0;0;0;0;0;
Propaganda;0;1;0;0;0;0;0;0;0;0;
Prophet;1;0;0;1;0;0;0;0;0;1;
prophetisch;0;0;0;1;0;0;0;0;0;0;
Prophezeiung;0;0;0;1;0;0;0;0;0;0;
prophylaktisch;1;0;0;1;0;0;0;0;0;1;
prospektiv;0;0;0;1;0;0;0;0;0;0;
Prostituierte;0;1;0;0;1;0;0;0;0;0;
Prostitution;0;1;0;0;1;0;0;1;0;0;
Provokation;0;1;1;0;0;0;0;0;0;0;
provozierend;0;1;1;0;1;0;0;0;0;0;
prozessieren;0;1;1;1;1;1;0;1;0;0;
Prozession;1;0;0;0;0;0;1;1;1;0;
Prozesspartei;0;1;0;0;0;0;0;0;0;0;
prozessual;0;1;1;0;1;0;0;0;0;0;
prüfen;0;1;0;1;0;0;0;0;0;0;
Prüfliste;1;0;0;0;0;0;0;0;0;1;
Prügel;0;1;1;0;0;1;0;1;0;0;
prügeln;0;1;1;0;1;1;0;1;0;0;
Psalm;1;0;0;0;0;0;0;0;0;0;
Psychose;0;1;1;0;0;1;0;1;0;0;
Publikum;0;0;0;1;0;0;0;0;0;0;
Publizist;0;1;0;0;0;0;0;0;0;0;
Puma;0;0;0;0;0;1;0;0;1;0;
pünktlich;1;0;0;1;0;0;0;0;0;1;
Pünktlichkeit;1;0;0;0;0;0;0;0;0;0;
Punt;0;0;0;1;0;0;0;0;0;0;
Puppe;0;0;0;0;0;0;1;0;0;0;
Purist;1;0;0;0;0;0;0;0;0;0;
Putz;1;0;0;0;0;0;0;0;0;0;
Quacksalber;0;1;0;0;1;0;0;0;0;0;
Qual;0;1;1;0;0;1;0;1;0;0;
quälen;0;1;1;0;0;1;0;1;0;0;
quälend;0;1;0;0;0;1;0;0;0;0;
quälend;0;1;0;0;0;1;0;0;0;0;
quälend;0;1;1;0;0;1;0;0;0;0;
qualifizierend;1;0;0;0;0;0;0;0;0;0;
qualifiziert;1;0;0;0;0;0;0;0;0;0;
qualifiziert;1;0;0;0;0;0;0;0;0;1;
Quarantäne;0;0;0;0;0;1;0;0;0;0;
quash;0;1;0;0;0;1;0;0;0;0;
quasseln;0;1;0;0;0;0;0;0;0;0;
quasseln;0;1;0;0;0;0;0;0;0;0;
Quecksilber;0;1;0;0;0;0;0;0;1;0;
Quiz;0;1;0;0;0;0;0;0;0;0;
Rabatt;1;0;0;0;0;0;0;0;0;0;
Rache;0;1;1;0;0;0;0;0;0;0;
Rache;0;1;1;1;0;1;0;0;1;0;
Rächer;0;1;1;0;0;0;0;0;0;0;
rachsüchtig;0;1;1;0;1;0;0;0;0;0;
rachsüchtig;0;1;1;0;0;1;0;0;0;0;
Radar;0;0;0;0;0;0;0;0;0;1;
Radio;1;0;0;0;0;0;0;0;0;0;
radioaktiv;0;1;0;0;0;1;0;0;0;0;
Radon;0;1;0;0;0;1;0;0;0;0;
Raffinesse;1;0;0;0;0;0;0;0;0;0;
Rage;0;1;1;0;0;0;0;0;0;0;
Rahmen;0;0;0;0;0;0;0;0;0;1;
Rakete;0;0;0;0;0;1;0;0;0;0;
Rakete;0;0;1;0;0;0;0;0;0;0;
Rand;0;1;0;1;0;1;0;0;0;0;
randalieren;0;1;1;0;0;1;0;0;0;0;
Ranger;0;0;0;0;0;0;0;0;0;1;
ranzig;0;1;0;0;1;0;0;0;0;0;
rappeln;0;0;1;0;0;0;0;0;0;0;
rasend;0;1;1;1;0;1;1;0;1;0;
Raserei;0;1;0;0;0;0;0;0;0;0;
Rasierer;0;0;0;0;0;1;0;0;0;0;
Rat;0;0;0;0;0;0;0;0;0;1;
Rat;1;0;0;0;0;0;0;0;0;1;
Rat;1;0;0;1;0;0;0;0;0;1;
ratifizieren;0;0;0;0;0;0;0;0;0;1;
rational;1;0;0;0;0;0;0;0;0;1;
ratsam;1;0;0;0;0;0;0;0;0;1;
Rätsel;0;0;0;0;0;0;0;0;1;0;
rätselhaft;0;1;0;0;0;1;0;0;0;0;
Ratte;0;1;0;0;1;1;0;0;0;0;
Raub;0;1;1;0;1;1;0;1;0;0;
rauben;0;1;1;0;1;1;0;1;0;0;
Räuber;0;1;0;0;1;1;0;0;0;0;
räuberisch;0;1;0;0;0;0;0;0;0;0;
Rauch;0;1;0;0;0;0;0;0;0;0;
rauchend;0;1;1;0;0;0;0;0;0;0;
Raucher;0;1;0;0;0;0;0;0;0;0;
Rauferei;0;0;1;0;0;0;0;0;0;0;
rauh;0;1;0;0;0;0;0;0;0;0;
Rauheit;0;1;0;0;0;0;0;0;0;0;
Rauschsperre;0;1;1;0;1;0;0;0;0;0;
Rave;1;1;1;0;1;0;1;0;1;1;
reagieren;0;0;1;0;0;1;0;0;0;0;
reaktionär;0;1;0;0;0;0;0;0;0;0;
Rebell;0;1;1;0;0;1;0;0;0;0;
Rebellion;0;0;1;0;1;1;0;0;0;0;
Rechenschaftspflicht;1;0;0;0;0;0;0;0;0;1;
Recherche;1;0;0;0;0;0;0;0;0;0;
Rechnungsprüfer;0;0;0;0;0;0;0;0;0;1;
Recht;0;0;0;0;0;0;0;0;0;1;
rechtfertigen;0;0;1;0;0;0;0;0;0;0;
Rechtfertigung;1;0;0;0;0;0;0;0;0;0;
Rechtfertigung;1;0;0;1;0;0;1;0;0;1;
rechthaberisch;0;1;1;0;0;0;0;0;0;0;
rechtmäßig;1;0;0;0;0;0;0;0;0;0;
rechtmäßig;1;0;0;0;0;0;0;0;0;1;
Rechtsanwalt;1;0;1;0;0;1;0;0;0;1;
Rechtschreibung;1;0;0;0;0;0;0;0;0;0;
Rechtsstreitigkeiten;0;1;0;0;0;0;0;0;0;0;
Rechtswidrigkeit;0;1;1;0;1;1;0;0;0;0;
rechtzeitig;1;0;0;0;0;0;0;0;0;0;
Recorder;1;0;0;0;0;0;0;0;0;0;
Rede;1;0;0;0;0;0;0;0;0;0;
Rede;1;0;0;0;0;0;0;0;0;0;
Redlichkeit;1;0;0;0;0;0;0;0;0;1;
redundant;0;1;0;0;0;0;0;0;0;0;
Reflex;0;0;0;0;0;0;0;0;1;0;
Reflux;0;1;0;0;1;0;0;0;0;0;
Reform;1;0;0;0;0;0;0;0;0;0;
Reformation;1;0;0;0;0;0;0;0;0;0;
Reformer;1;0;0;0;0;0;0;0;0;0;
Regal;1;0;0;0;0;0;0;0;0;1;
Regatta;0;0;0;1;0;0;0;0;0;0;
Regel;0;0;0;0;0;1;0;0;0;1;
Regelmäßigkeit;1;0;0;1;0;0;0;0;0;1;
Regent;1;0;0;0;0;0;0;0;0;1;
regieren;1;0;0;0;0;0;0;0;0;1;
Regierung;0;1;0;0;0;1;0;0;0;0;
Regiment;0;0;0;0;0;1;0;0;0;0;
Registrierung;0;0;0;0;0;0;0;0;0;1;
regnerisch;0;0;0;0;0;0;0;1;0;0;
Regress;0;1;0;0;0;0;0;0;0;0;
Regression;0;1;0;0;0;0;0;0;0;0;
regressiv;1;1;0;0;0;0;0;0;0;0;
regulatorisch;0;1;0;0;0;1;0;0;0;0;
regulieren;1;0;0;0;0;0;0;0;0;0;
Rehabilitation;1;0;0;1;0;0;0;0;0;0;
rehabilitieren;1;0;0;0;0;0;0;0;0;0;
Reibung;0;0;1;0;0;0;0;0;0;0;
reichlich;1;0;0;0;0;0;0;0;0;0;
reichlich;1;0;0;0;0;0;0;0;0;0;
reichlich;1;0;0;0;0;0;1;0;0;0;
Reichtum;1;0;0;0;0;0;0;0;0;0;
Reichtum;1;0;0;0;0;0;1;0;0;1;
reif;1;0;0;0;0;0;0;0;0;0;
reifen;1;0;0;1;0;0;0;0;0;0;
Reihe;0;1;1;0;0;0;0;0;0;0;
rein;1;0;0;0;0;0;0;0;0;1;
Reinheit;1;0;0;0;0;0;0;0;1;0;
reinigen;1;0;0;0;0;0;0;0;0;0;
reinigen;1;0;0;0;0;0;1;0;0;1;
reinigen;1;0;0;0;0;0;1;0;0;1;
Reinigung;1;0;0;0;0;0;0;0;0;0;
Reinigung;1;0;0;0;0;0;0;0;0;0;
Reinigung;1;0;0;0;0;0;0;0;0;1;
Reise;0;0;0;1;0;0;0;0;0;0;
Reise;1;0;0;1;0;1;1;0;0;0;
Reiseführer;1;0;0;0;0;0;0;0;0;1;
Reisen;1;0;0;0;0;0;0;0;0;0;
Reißzähne;0;0;0;0;0;1;0;0;0;0;
reizbar;0;1;1;0;0;0;0;0;0;0;
Reizbarkeit;0;1;1;0;0;0;0;0;0;0;
Reizung;0;1;1;0;1;0;0;1;0;0;
Rekombination;0;0;0;1;0;0;0;0;0;0;
rekonstruieren;1;0;0;1;0;0;0;0;0;0;
Rekruten;0;0;0;0;0;0;0;0;0;1;
relativ;0;0;0;0;0;0;0;0;0;1;
relevant;1;0;0;0;0;0;0;0;0;1;
Religion;0;0;0;0;0;0;0;0;0;1;
Relikte;0;0;0;0;0;0;0;1;0;0;
Remission;1;0;0;0;0;0;0;0;0;0;
Renaissance;1;0;0;0;0;0;0;0;0;0;
Renegat;0;1;1;0;0;0;0;0;0;0;
renovieren;1;0;0;0;0;0;0;0;0;0;
renovieren;1;0;0;1;0;0;0;0;0;0;
Renovierung;1;0;0;1;0;0;1;0;0;0;
reorganisieren;1;0;0;0;0;0;0;0;0;0;
Reporter;1;0;0;0;0;0;0;0;0;1;
repräsentiert;1;0;0;0;0;0;0;0;0;0;
Repressalie;0;1;1;0;0;1;0;1;0;0;
Repression;0;1;0;0;0;1;0;0;0;0;
reproduktiv;1;0;0;0;0;0;1;0;0;0;
Republik;0;1;0;0;0;0;0;0;0;0;
Requiem;0;0;0;0;0;0;0;1;0;0;
Resektion;0;0;0;0;0;1;0;0;0;0;
Reservieren;1;0;0;0;0;0;0;0;0;0;
resigniert;0;1;0;0;0;0;0;1;0;0;
resistiv;1;0;0;0;0;0;0;0;0;0;
Respekt;1;0;0;0;0;0;0;0;0;0;
Respekt;1;0;0;1;0;0;1;0;0;1;
respektabel;1;0;0;0;0;0;0;0;0;1;
respektiert;1;0;0;0;0;0;0;0;0;1;
respektlos;0;1;0;0;0;0;0;0;0;0;
respektlos;0;1;1;0;1;1;0;1;0;0;
Respektlosigkeit;0;1;1;0;0;0;0;0;0;0;
respektvoll;1;0;0;0;0;0;0;0;0;1;
Ressourcen;1;0;0;0;0;0;1;0;0;1;
restaurativ;1;0;0;1;0;0;1;0;0;1;
Restitution;1;0;1;0;0;0;0;0;0;0;
restriktiv;0;1;0;0;0;0;0;0;0;0;
Retorte;0;1;0;0;0;0;0;0;0;0;
Rettung;1;0;0;1;0;0;1;0;1;1;
Reue;0;1;0;0;0;0;0;1;0;0;
revel;1;0;0;0;0;0;1;0;0;0;
revidieren;1;0;0;0;0;0;0;0;0;0;
Revolte;0;1;1;0;0;0;0;0;1;0;
Revolution;1;1;1;1;0;1;0;1;1;0;
Revolutionär;1;0;0;0;0;0;0;0;0;0;
Revolver;0;1;1;0;0;1;0;1;0;0;
Rezession;0;1;1;0;1;1;0;1;0;0;
Rheuma;0;1;1;0;0;1;0;1;0;0;
rhythmisch;1;0;0;0;0;0;1;0;1;0;
Rhythmus;1;0;0;0;0;0;0;0;0;0;
richtig;1;0;0;0;0;0;0;0;0;0;
richtig;1;0;0;0;0;0;0;0;0;0;
Richtigkeit;0;0;0;0;0;0;0;0;0;1;
Richtigkeit;1;0;0;1;0;0;1;0;1;1;
riechend;0;1;0;0;1;0;0;0;0;0;
Riese;0;0;0;0;0;1;0;0;0;0;
riesig;1;0;0;0;0;0;0;0;0;0;
rigoros;0;1;0;0;0;0;0;0;0;0;
Rinder-;0;1;0;0;1;0;0;0;0;0;
Ringen;0;1;0;0;0;0;0;0;0;0;
Rinne;0;0;0;0;1;0;0;0;0;0;
Risiko;0;1;0;1;0;1;0;0;0;0;
riskant;0;1;0;1;0;1;0;0;0;0;
Riss;0;1;0;0;0;0;0;0;0;0;
Ritter;1;0;0;0;0;0;0;0;0;0;
Ritterlichkeit;1;0;0;0;0;0;0;0;0;0;
Ritzel;0;1;0;0;0;1;0;0;0;0;
Rivalität;0;1;1;0;0;0;0;0;0;0;
Roadster;1;0;0;0;0;0;1;0;0;1;
robust;1;0;0;0;0;0;0;0;0;0;
robust;1;0;0;0;0;0;0;0;0;0;
Rock;1;0;0;0;0;0;0;0;0;0;
Romantik;1;0;0;0;0;0;1;0;0;0;
Romantik;1;0;0;1;0;1;1;1;1;1;
romantisch;1;0;0;1;0;0;1;0;0;1;
rosig;1;0;0;0;0;0;0;0;0;0;
Rost;0;1;0;0;0;0;0;0;0;0;
rostig;0;1;0;0;0;0;0;0;0;0;
Rota;1;0;0;0;0;0;0;0;0;1;
Roulette;0;0;0;1;0;0;0;0;0;0;
Router;0;1;0;0;0;0;0;0;0;0;
Routine;1;0;0;0;0;0;0;0;0;1;
Rowdy;0;1;0;0;0;0;0;0;0;0;
Rubrik;1;0;0;0;0;0;0;0;0;0;
Ruck;0;0;0;0;0;0;0;0;1;0;
Rücken;1;1;1;0;0;0;0;0;0;0;
Rückerstattung;1;0;0;0;0;0;0;0;0;1;
Rückfall;0;1;0;0;0;1;0;1;0;0;
Rückfälligkeit;0;1;1;0;1;0;0;1;0;0;
rückgängig machen;0;1;0;0;0;0;0;0;0;0;
Rückgewinnung;1;0;0;0;0;0;0;0;0;0;
Rückgrat;1;0;1;0;0;0;0;0;0;1;
rückläufig;0;1;0;0;0;0;0;0;0;0;
Rückschlag;0;1;0;0;0;0;0;1;0;0;
Rückseite;0;1;0;0;0;0;0;0;0;0;
rücksichtslos;0;1;1;0;1;0;0;1;0;0;
rücksichtslos;0;1;1;0;1;1;0;0;0;0;
rücksichtsvoll;1;0;0;0;0;0;0;0;0;1;
rückständig;0;1;1;1;1;0;0;1;0;0;
Rückstau;0;1;0;0;0;0;0;1;0;0;
Rücktritt;0;1;0;0;0;0;0;0;0;0;
Rücktritt;0;1;0;0;0;0;0;1;1;0;
rückwärts;0;1;0;0;0;0;0;0;0;0;
rückwärts;0;1;0;0;1;0;0;0;0;0;
Rückwürfe;0;1;0;0;0;0;0;0;0;0;
Rückzahlung;0;1;1;0;0;0;0;0;0;0;
Rückzug;0;1;0;0;0;0;0;0;0;0;
Ruhe;1;0;0;0;0;0;0;0;0;0;
Ruhe;1;0;0;0;0;0;1;0;0;1;
ruhend;1;0;0;0;0;0;0;0;0;0;
ruhig;1;0;0;0;0;0;0;0;0;0;
ruhig;1;0;0;0;0;0;0;1;0;0;
Ruhm;1;0;0;0;0;0;0;0;0;0;
Ruhm;1;0;0;1;0;0;1;0;0;1;
Ruhr;0;1;0;0;1;0;0;1;0;0;
Ruine;0;1;0;0;0;1;0;1;0;0;
ruiniert;0;1;1;0;1;1;0;1;0;0;
ruinös;0;1;1;0;1;1;0;1;0;0;
rundlich;0;0;0;1;0;0;0;0;0;0;
Rüsche;0;1;0;0;0;0;0;0;0;0;
Ruß;0;1;0;0;1;0;0;0;0;0;
Rüstung;0;0;1;0;0;1;0;0;0;0;
Rüstung;1;0;0;0;0;1;0;0;0;1;
Rüstungen;0;1;0;0;0;1;0;0;0;0;
Ruth;1;0;0;0;0;0;0;0;0;0;
sabbern;0;0;0;0;1;0;0;0;0;0;
Säbel;0;1;1;0;0;1;0;0;0;0;
Sabotage;0;1;1;0;1;1;0;1;1;0;
Sachverstand;1;0;0;0;0;0;0;0;0;1;
Sack;0;1;0;1;0;0;0;0;0;0;
Sackgasse;0;1;0;0;0;0;0;0;0;0;
Saft;0;1;0;0;0;0;0;1;0;0;
saftig;1;1;0;0;0;0;0;0;0;0;
Sahne;1;0;0;1;0;0;1;0;1;0;
Salbe;1;0;0;0;0;0;0;0;0;0;
Salbei;1;0;0;0;0;0;0;0;0;1;
Salon;0;1;0;0;0;0;0;0;0;0;
Saloon;0;0;1;0;0;0;0;0;0;0;
Samt;1;0;0;0;0;0;0;0;0;0;
samtig;1;0;0;0;0;0;0;0;0;0;
Samurai;1;0;0;0;0;1;0;0;0;0;
Sanftmut;1;0;0;0;0;0;0;0;0;0;
sanftmütig;0;0;0;0;0;0;0;1;0;0;
Sanitär;1;0;0;0;0;0;0;0;0;0;
sappy;0;0;0;0;0;0;0;0;0;1;
sardisch;0;1;0;0;0;0;0;0;0;0;
Sarg;0;1;0;0;0;1;0;1;0;0;
Sarkasmus;0;1;1;0;1;0;0;1;0;0;
Sarkom;0;1;0;0;0;1;0;1;0;0;
satanisch;0;1;1;0;0;0;0;0;0;0;
Satin;1;0;0;0;0;0;0;0;0;0;
Satz;0;0;0;0;0;0;0;0;0;1;
Satz;0;1;1;1;1;1;0;1;0;0;
sauber;1;0;0;0;0;0;0;0;0;0;
Sauberkeit;1;0;0;0;0;0;0;0;0;0;
Säuberung;0;1;0;0;0;1;0;0;0;0;
sauer;0;1;0;0;1;0;0;0;0;0;
sauer;0;1;1;0;1;0;0;0;0;0;
saufen;0;1;0;0;0;0;0;0;0;0;
saugen;0;1;0;0;0;0;0;0;0;0;
Säugling;1;0;0;1;0;1;1;0;1;0;
Saugnapf;0;1;1;0;0;0;0;0;0;0;
schäbig;0;1;0;0;1;0;0;0;0;0;
Schaden;0;1;0;0;0;1;0;0;0;0;
Schäden;0;1;0;0;0;0;0;1;0;0;
schädlich;0;1;1;0;1;1;0;1;0;0;
Schäfer;1;0;0;0;0;0;0;0;0;1;
Schaft;0;0;0;0;0;1;0;0;0;0;
Schäkel;0;1;1;1;1;1;0;1;0;0;
Schale;0;1;1;0;0;1;0;1;1;0;
schamlos;0;1;0;0;1;0;0;0;0;0;
Schande;0;1;0;0;0;0;0;1;0;0;
Schande;0;1;0;0;1;1;0;1;0;0;
Schande;0;1;1;0;1;0;0;1;0;0;
schändlich;0;1;1;0;1;0;0;0;0;0;
schändlich;0;1;0;0;1;1;0;1;1;0;
scharf;0;1;0;0;1;0;0;0;0;0;
Schärfe;1;0;0;0;0;0;0;0;0;0;
schärfen;0;0;1;1;0;0;0;0;0;0;
Scharfsinn;1;0;0;0;0;0;0;0;0;0;
Scharmützel;0;1;1;0;0;0;0;0;0;0;
schattig;0;1;0;0;0;1;0;0;0;0;
Schatulle;0;1;0;0;0;1;0;1;0;0;
Schatz;1;0;0;1;0;0;1;0;0;1;
Schatz;1;0;0;1;0;0;1;1;0;1;
Schätzchen;1;0;0;0;0;0;0;0;0;0;
Schatzmeister;0;0;0;0;0;0;0;0;0;1;
schaudern;0;1;0;0;0;1;0;0;0;0;
Schauer;0;1;1;1;0;1;0;1;0;0;
Schaum;0;1;0;0;0;0;0;0;0;0;
Schauspiel;1;1;0;0;0;0;0;0;0;0;
Scheidung;0;1;1;0;1;1;0;1;1;1;
Schein;0;1;1;0;1;0;0;0;0;0;
scheinen;1;0;0;0;0;0;0;0;0;0;
Scheinwerfer;0;0;0;1;0;0;0;0;0;0;
Scheisse;0;1;1;0;1;0;0;0;0;0;
scheißt;0;0;0;1;0;0;0;0;0;0;
Schelte;0;1;1;0;0;0;0;0;0;0;
schelten;0;1;1;0;1;1;0;1;0;0;
schenken;1;0;0;0;0;0;0;0;0;1;
Scherben;0;1;0;0;0;0;0;0;0;0;
Scherz;1;0;0;0;0;0;1;0;0;0;
scherzen;1;0;0;0;0;0;0;0;0;0;
Scheuern;0;1;0;0;0;0;0;0;0;0;
scheußlich;0;1;1;0;1;0;0;0;0;0;
scheußlich;0;1;0;0;1;1;0;1;0;0;
schick;1;0;0;1;0;0;1;0;0;0;
Schicksal;0;1;0;1;0;0;0;0;0;0;
schieben;0;1;1;0;0;0;0;0;0;0;
Schiedsrichter;0;0;0;0;0;0;0;0;0;1;
Schiedsrichter;1;0;0;0;0;0;0;0;0;1;
schief;0;1;0;0;0;0;0;0;0;0;
Schiefer;1;0;0;0;0;0;0;0;0;0;
Schiene;0;1;1;1;0;0;0;0;0;0;
schießen;0;1;1;0;0;1;0;0;0;0;
Schießen;0;1;1;0;0;1;0;0;0;0;
Schießpulver;0;0;0;0;0;1;0;0;0;0;
Schiff;0;0;0;1;0;0;0;0;0;0;
schiffbar;1;0;0;1;0;0;0;0;0;0;
Schiffswrack;0;1;0;0;0;1;0;1;0;0;
Schikane;0;1;0;1;0;0;0;0;1;1;
schikaniert;0;1;1;0;1;1;0;1;1;0;
Schirmherrschaft;1;0;0;0;0;0;0;0;0;1;
Schisma;0;1;1;0;0;0;0;0;0;0;
Schizophrenie;0;1;1;0;1;1;0;1;0;0;
Schlacht;0;1;1;0;0;0;0;0;0;0;
schlachten;0;1;1;0;1;1;0;1;1;0;
Schlachten;0;1;1;0;1;1;0;1;1;0;
Schlachtfeld;0;1;0;0;0;1;0;0;0;0;
Schlachthof;0;1;1;0;1;1;0;1;0;0;
Schlacke;0;1;0;0;0;0;0;0;0;0;
schlaff;0;1;0;0;0;0;0;0;0;0;
schlaff;0;1;0;0;1;0;0;0;0;0;
schlaff;0;1;0;0;0;0;0;1;0;0;
